partnership,ghgrp_id,frs_id,primary_naics,oris,longitude_wgs84,latitude_wgs84,source_name,operator,address,city,state_prov_name,state_prov_abbrv,state_location,source_type,source_type_common,epa_ind_subpart,epa_sector,fuel,co2_tonne,co2_bio,year,data_source,comments,featid
WESTCARB,1001130,1.10E+11,221112,,-121.4735391,38.51222012,SACRAMENTO POWER AUTHORITY COGEN,,3215 47TH AVENUE,SACRAMENTO,CALIFORNIA,CA,,,ELECTRICITY,"C,D",Power Plants,,366300,,2013,U.S. EPA GHG Reporting Program,,5408
SWP,1010512,1.10E+11,212111,,-107.1682406,40.62541641,SAGE CREEK MINE,,36600 ROUTT COUNTY ROAD 27,HAYDEN,COLORADO,CO,,,MINING,"C,FF",Other,,328,,2013,U.S. EPA GHG Reporting Program,,5409
MRCSP,1005821,1.10E+11,562212,,-84.0718,43.3943,SAGINAW VALLEY LANDFILL,,2145 SOUTH MILLER ROAD,SAGINAW,MICHIGAN,MI,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5410
SWP,1009905,1.10E+11,211111,,-97.52476767,33.72429589,SAINT JO COMPRESSOR STATION,,1824 STARR MANN ROAD,SAINT JO,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,36118,,2013,U.S. EPA GHG Reporting Program,,5411
SECARB,1011316,1.10E+11,327992,,-92.6090043,34.4918643,SAINT-GOBAIN PROPPANTS (LR),,6105 CYNAMID ROAD,BENTON,ARKANSAS,AR,,,INDUSTRIAL,C,Minerals,,36506,,2013,U.S. EPA GHG Reporting Program,,5412
PCOR,,,,,-115.698779,54.284391,Carson Creek Gas Plant 4-23,,,Whitecourt,ALBERTA,AB,,Natural Gas Processing,PETROLEUM/NATURAL GAS,,,,69824,0,2012,Environment Canada,,7346
MRCSP,1000750,1.10E+11,221113,,-75.4606917,39.50439795,SALEM,,"39.4676, -75.5304 [END OF BUTTONWOOD ROAD]",HANCOCKS BRIDGE,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,7364,,2013,U.S. EPA GHG Reporting Program,,5413
SWP,1009306,1.10E+11,211111,,-95.07435712,34.94723623,SAN BOIS TREATING FACILITY,,5575 N.E. HWY 82,RED OAK,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,25482,,2013,U.S. EPA GHG Reporting Program,,5414
WESTCARB,1001719,1.10E+11,486210,,-117.1778219,33.92067493,SAN DIEGO GAS AND ELECTRIC -MORENO STATION,,14601 VIRGINIA STREET,MORENO VALLEY,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,27372,,2013,U.S. EPA GHG Reporting Program,,5415
NATCARB,1000661,1.10E+11,221112,,-70.87671538,42.52427169,SALEM HARBOR STATION,,24 FORT AVE,SALEM,MASSACHUSETTS,MA,,,ELECTRICITY,D,Power Plants,,373826,,2013,U.S. EPA GHG Reporting Program,,5416
SECARB,1006228,1.10E+11,562212,,-66.297946,17.977466,SALINAS LANDFILL,,"BO AGUIRRE, RD #3 HECTOMETRO 7",SALINAS,PUERTO RICO,PR,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5417
WESTCARB,1000507,1.10E+11,221112,,-120.8502926,35.9520771,SALINAS RIVER COGENERATION COMPANY,,27 MILES NORTH OF PASO ROBLES,SAN ARDO,CALIFORNIA,CA,,,ELECTRICITY,"D,DD","Other,Power Plants",,202415,,2013,U.S. EPA GHG Reporting Program,,5418
WESTCARB,1002831,1.10E+11,562212,,-111.787795,33.504398,SALT RIVER LANDFILL,,13602 N BEELINE HIGHWAY,SCOTTSDALE,ARIZONA,AZ,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5419
SECARB,1000932,1.10E+11,221112,,-95.06705383,29.7120472,SAM BERTRON,,2012 MILLER CUT OFF ROAD,DEER PARK,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,104746,,2013,U.S. EPA GHG Reporting Program,,5420
SECARB,1007153,1.10E+11,221112,,-96.7510291,29.91631377,SAM SEYMOUR,,6549 POWER PLANT RD,LA GRANGE,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,11157612,,2013,U.S. EPA GHG Reporting Program,,5421
SWP,1001763,1.10E+11,211111,,-107.8110104,37.49514795,SAMBRITO COMPRESSOR STATION,,,DURANGO,COLORADO,CO,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,44950,,2013,U.S. EPA GHG Reporting Program,,5422
SECARB,1004255,1.10E+11,562212,,-78.461733,34.985716,SAMPSON COUNTY LANDFILL,,7434 ROSEBORO HIGHWAY,ROSEBORO,NORTH CAROLINA,NC,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5423
SECARB,1009872,1.10E+11,334413,,-97.64684752,30.35727524,SAMSUNG AUSTIN SEMICONDUCTOR,,12100 SAMSUNG BLVD,AUSTIN,TEXAS,TX,,,INDUSTRIAL,"C,I",Other,,44055,,2013,U.S. EPA GHG Reporting Program,,5424
WESTCARB,1006432,1.10E+11,211111,,-120.8632197,35.95309793,SAN ARDO,,66575 SARGENTS RD,SAN ARDO,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,396377,,2013,U.S. EPA GHG Reporting Program,,5425
SECARB,1000531,1.10E+11,221112,,-95.01140685,30.42000535,SAN JACINTO COUNTY PEAKING FACILITY,,7.5 MI SOUTH OF SHEPHERD,SHEPHERD,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,149527,,2013,U.S. EPA GHG Reporting Program,,5426
SECARB,1005714,1.10E+11,221112,,-95.04110682,29.6967052,SAN JACINTO STEAM ELECTRIC STATION,,845 SENS ROAD,LA PORTE,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,680882,,2013,U.S. EPA GHG Reporting Program,,5427
SWP,1006727,1.10E+11,221112,,-108.4380201,36.8015838,SAN JUAN,,6800 COUNTY ROAD NORTH,WATERFLOW,NEW MEXICO,NM,,,ELECTRICITY,D,Power Plants,,11301684,,2013,U.S. EPA GHG Reporting Program,,5428
SECARB,1007139,1.10E+11,562212,,-66.07217,18.36156,SAN JUAN LANDFILL,,,SAN JUAN,PUERTO RICO,PR,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5429
SWP,1009342,1.10E+11,212112,,-108.4798005,36.76018581,SAN JUAN MINE,,300 CR 6800,WATERFLOW,NEW MEXICO,NM,,,MINING,"C,FF",Other,,1025,,2013,U.S. EPA GHG Reporting Program,,5430
SECARB,1004666,1.10E+11,211111,,-98.40900766,29.21239399,SAN MARTIN GAS PLANT,,20733 LAMM ROAD,ELMENDORF,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,7364,,2013,U.S. EPA GHG Reporting Program,,5431
SECARB,1010209,1.10E+11,486210,,-88.89050525,31.36110575,SAND HILL COMPRESSOR STATION,,705 POPE ROAD,RICHTON,MISSISSIPPI,MS,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,31344,,2013,U.S. EPA GHG Reporting Program,,5432
SECARB,1001040,1.10E+11,221112,,-98.47832107,28.70418255,SAN MIGUEL,,6200 FM 3387,CHRISTINE,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,3055955,,2013,U.S. EPA GHG Reporting Program,,5433
SECARB,1000669,1.10E+11,221112,,-97.6050075,30.20833821,SAND HILL ENERGY CENTER,,13005 FALLWELL LN,AUSTIN,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,600569,,2013,U.S. EPA GHG Reporting Program,,5434
SECARB,1010104,1.10E+11,311615,,-90.46835568,31.29347569,"SANDERSON FARMS, INC.",,4039 RIVER RIDGE RD,SUMMIT,MISSISSIPPI,MS,,,AG PROCESSING,"C,II","Other,Waste",,5324,,2013,U.S. EPA GHG Reporting Program,,5435
SWP,1000478,1.10E+11,562212,,-106.62812,35.30576,SANDOVAL COUNTY LANDFILL,,2708 IRIS ROAD NE,RIO RANCHO,NEW MEXICO,NM,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5436
SECARB,1000499,1.10E+11,221112,,-97.06177268,30.56688033,SANDOW STATION,,,ROCKDALE,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,8461783,,2013,U.S. EPA GHG Reporting Program,,5437
SECARB,1007324,1.10E+11,221112,,-96.9550074,31.47417149,SANDY CREEK ENERGY STATION,,2161 RATTLESNAKE ROAD,RIESEL,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,4669804,,2013,U.S. EPA GHG Reporting Program,,5438
MRCSP,1007573,1.10E+11,562212,,-76.790271,39.015283,SANDY HILL CREATIVE DISPOSAL PROJECT,,9500 OLD LAUREL BOWIE ROAD,BOWIE,MARYLAND,MD,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5439
SECARB,1006802,1.10E+11,221112,,-81.32569049,28.84312725,SANFORD,,950 S HWY 17 92,DEBARY,FLORIDA,FL,,,ELECTRICITY,D,Power Plants,,3694097,,2013,U.S. EPA GHG Reporting Program,,5440
WESTCARB,1004438,1.10E+11,221112,,-121.945265,37.36415699,SANTA CLARA COGEN,,524 ROBERT AVENUE,SANTA CLARA,CALIFORNIA,CA,,,ELECTRICITY,C,Power Plants,,41416,,2013,U.S. EPA GHG Reporting Program,,5441
SECARB,1006707,1.10E+11,221112,,-87.11543174,30.57171961,SANTA ROSA ENERGY CENTER,,5001 STERLING WAY,PACE,FLORIDA,FL,,,ELECTRICITY,"C,D",Power Plants,,153470,,2013,U.S. EPA GHG Reporting Program,,5442
WESTCARB,1000250,1.10E+11,221112,,-111.7510109,33.33330514,SANTAN,,1005 S VAL VISTA DRIVE,GILBERT,ARIZONA,AZ,,,ELECTRICITY,"C,D",Power Plants,,1216463,,2013,U.S. EPA GHG Reporting Program,,5443
WESTCARB,1002318,1.10E+11,562212,,-117.74998,33.78328,SANTIAGO CANYON LANDFILL,,3099 SANTIAGO CYN RD,ORANGE,CALIFORNIA,CA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5444
MRCSP,1001278,1.10E+11,221112,,-73.45587547,44.71320412,"SARANAC POWER PARTNERS, LP",,99 WEED ST,PLATTSBURGH,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,280670,,2013,U.S. EPA GHG Reporting Program,,5445
WESTCARB,1002384,1.10E+11,211111,,-120.0388655,34.46462383,SANTA YNEZ UNIT (SYU),,12000 CALLE REAL,GOLETA,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,292722,,2013,U.S. EPA GHG Reporting Program,,5446
MRCSP,1008744,1.10E+11,211112,,-80.05114322,40.79325803,SARSEN GAS PROCESSING PLANT,,774 PROSPECT ROAD,EVANS CITY,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,43830,,2013,U.S. EPA GHG Reporting Program,,5447
WESTCARB,1000506,1.10E+11,221112,,-120.8269358,35.97385393,SARGENT CANYON COGEN COMPANY,,,SAN ARDO,CALIFORNIA,CA,,,ELECTRICITY,"D,DD","Other,Power Plants",,203668,,2013,U.S. EPA GHG Reporting Program,,5448
PCOR,1000725,1.10E+11,221112,,-95.971055,41.170465,SARPY COUNTY STATION,,8906 S 35TH ST,BELLEVUE,NEBRASKA,NE,,,ELECTRICITY,"C,D",Power Plants,,44662,,2013,U.S. EPA GHG Reporting Program,,5449
MRCSP,1008519,1.10E+11,486210,,-80.81952,39.29728,SATURN COMPRESSOR STATION,,3415 SAM CAVINS ROAD,WEST UNION,WEST VIRGINIA,WV,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,35248,,2013,U.S. EPA GHG Reporting Program,,5450
PCOR,1003994,1.10E+11,562212,,-101.12136,47.97888,"SAWYER DISPOSAL SERVICES, LLC",,12400 247TH AVE S.E.,SAWYER,NORTH DAKOTA,ND,,,WASTE MANAGEMENT,TT,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5451
SWP,1006483,1.10E+11,486210,,-95.56863726,35.06486623,"SCISSORTAIL ENERGY FEATHERSTON STATION QUINTON, OK",,17890 E STATE HWY 31,QUINTON,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,41052,,2013,U.S. EPA GHG Reporting Program,,5452
SWP,1008993,1.10E+11,211112,,-96.57640755,35.52383627,"SCISSORTAIL ENERGY PADEN PROCESSING PLANT PADEN, OK",,100151 N 3630 RD,PADEN,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,22067,,2013,U.S. EPA GHG Reporting Program,,5453
MRCSP,1000740,1.10E+11,221112,,-74.3457314,40.46422818,SAYREVILLE,,RIVER RD,SAYREVILLE,NEW JERSEY,NJ,,,ELECTRICITY,D,Power Plants,,0,,2013,U.S. EPA GHG Reporting Program,,5454
WESTCARB,1001456,1.10E+11,221112,,-118.4278921,33.91837324,SCATTERGOOD GENERATING STATION,,12700 VISTA DEL MAR,PLAYA DEL REY,CALIFORNIA,CA,,,ELECTRICITY,D,Power Plants,,660709,116301,2013,U.S. EPA GHG Reporting Program,,5455
SECARB,1001051,1.10E+11,221112,,-83.80692088,33.0596453,SCHERER,,10986 HIGHWAY 87,JULIETTE,GEORGIA,GA,,,ELECTRICITY,"C,D",Power Plants,,22118625,,2013,U.S. EPA GHG Reporting Program,,5456
NATCARB,1000730,1.10E+11,221112,,-70.78441834,43.09659035,SCHILLER,,400 GOSLING RD,PORTSMOUTH,NEW HAMPSHIRE,NH,,,ELECTRICITY,"C,D",Power Plants,,213204,501538,2013,U.S. EPA GHG Reporting Program,,5457
SWP,1001025,1.10E+11,221112,,-97.07262776,36.50005641,SOONER,,10800 COUNTY ROAD 230,RED ROCK,OKLAHOMA,OK,,,ELECTRICITY,"C,D",Power Plants,,5803574,,2013,U.S. EPA GHG Reporting Program,,5458
WESTCARB,1003198,1.10E+11,562212,,-118.183491,34.145023,SCHOLL CANYON LANDFILL,,7721 N. FIGUEROA STREET,LOS ANGELES,CALIFORNIA,CA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5459
SECARB,1003308,1.10E+11,486210,,-91.837311,35.375625,SEARCY COMPRESSOR STATION,,,LETONA,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,9974,,2013,U.S. EPA GHG Reporting Program,,5460
SECARB,1007432,1.10E+11,221112,,-84.88729742,30.66921394,SCHOLZ ELECTRIC GENERATING PLANT,,2222 WALDEN RD,SNEADS,FLORIDA,FL,,,ELECTRICITY,D,Power Plants,,18824,847,2013,U.S. EPA GHG Reporting Program,,5461
MRCSP,1000900,1.10E+11,221112,,-75.19073664,39.94317705,SCHUYLKILL,,2800 CHRISTIAN STREET,PHILADELPHIA,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,1282,,2013,U.S. EPA GHG Reporting Program,,5462
SWP,1010546,1.10E+11,486210,,-95.7551673,34.9540362,SCHWARZ COMPRESSOR STATION,,,MCALESTER,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,22236,,2013,U.S. EPA GHG Reporting Program,,5463
SWP,1004326,1.10E+11,486210,,-95.56863726,35.06486623,"SCISSORTAIL ENERGY BLOCKER STATION MCALESTER,OK",,5366 BLOCKER RD,MCALESTER,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,25491,,2013,U.S. EPA GHG Reporting Program,,5464
SWP,1006835,1.10E+11,486210,,-95.56863726,35.06486623,"SCISSORTAIL ENERGY HOSS STATION MCALESTER, OK",,870 TWO MILE LANE,MCALESTER,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,23081,,2013,U.S. EPA GHG Reporting Program,,5465
SECARB,1011246,1.10E+11,213112,,-92.616503,35.50725,SCOTLAND CPF-2,,12924 HWY 95 WEST,SCOTLAND,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,25148,,2013,U.S. EPA GHG Reporting Program,,5466
SECARB,1004860,1.10E+11,562212,,-85.986151,34.696305,SCOTTSBORO SOLID WASTE,,27150 JOHN T. REID PARKWAY,SCOTTSBORO,ALABAMA,AL,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5467
MRCSP,1001256,1.10E+11,221112,,-79.81281376,41.268158,SCRUBGRASS GENERATING PLANT,,2151 LISBON ROAD,KENNERDELL,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,670769,,2013,U.S. EPA GHG Reporting Program,,5468
SWP,1005686,1.10E+11,311611,,-101.6157859,36.81234722,SEABOARD FOODS PORK PROCESSING PLANT,,2700 NE 28TH STREET,GUYMON,OKLAHOMA,OK,,,AG PROCESSING,"C,II","Other,Waste",,42384,7052,2013,U.S. EPA GHG Reporting Program,,5469
WESTCARB,1005308,1.10E+11,212391,,-117.3767121,35.75997513,SEARLES VALLEY MINERALS,,13200 MAIN STREET,TRONA,CALIFORNIA,CA,,,MINING,C,Other,,1357125,,2013,U.S. EPA GHG Reporting Program,,5470
SECARB,1007895,1.10E+11,562212,,-95.2737,30.3209,SECURITY RECYCLING AND DISPOSAL FACILITY,,19248 HIGHWAY 105,CLEVELAND,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5471
MRCSP,1001225,1.10E+11,221112,,-73.86014112,42.57569649,SELKIRK COGEN PARTNERS,,24 POWER PARK DRIVE,SELKIRK,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,941858,,2013,U.S. EPA GHG Reporting Program,,5472
SECARB,1000084,1.10E+11,221112,,-81.63248899,29.73251545,SEMINOLE (136),,STATE HIGHWAY 17,PALATKA,FLORIDA,FL,,,ELECTRICITY,D,Power Plants,,6925306,,2013,U.S. EPA GHG Reporting Program,,5473
SWP,1000861,1.10E+11,221112,,-96.7251432,34.96663321,SEMINOLE (2956),,RTE 2,KONAWA,OKLAHOMA,OK,,,ELECTRICITY,"C,D",Power Plants,,1997978,,2013,U.S. EPA GHG Reporting Program,,5474
MRCSP,1002035,1.10E+11,562212,,-80.07982223,40.80679603,"SENECA LANDFILL, INCORPORATED",,421 HARTMANN ROAD,EVANS CITY,PENNSYLVANIA,PA,,,UNCLASSIFIED,"C,HH",Waste,,44,10899,2013,U.S. EPA GHG Reporting Program,,5475
SECARB,1010598,1.10E+11,486210,,-94.1832967,31.77442565,SHELBY,,"31.6507, -94.1819",NEUVILLE,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,86331,,2013,U.S. EPA GHG Reporting Program,,5476
WESTCARB,1002053,1.10E+11,211111,,-119.9046715,35.63550496,SENECA RESOURCES NORTH LOST HILLS,,13800 HOLLOWAY ROAD,NORTH LOST HILLS,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,19900,,2013,U.S. EPA GHG Reporting Program,,5477
WESTCARB,1002293,1.10E+11,211111,,-119.5412454,35.17858294,SENECA RESOURCES NORTH MIDWAY SUNSET,,25449 HIGHWAY 33,FELLOWS,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,129874,,2013,U.S. EPA GHG Reporting Program,,5478
BSCSP,1008996,1.10E+11,221119,,-123.1710942,44.06474538,"SENECA SUSTAINABLE ENERGY, LLC",,29650 E. ENID ROAD,EUGENE,OREGON,OR,,,ELECTRICITY,C,Power Plants,,4,205868,2013,U.S. EPA GHG Reporting Program,,5479
SECARB,1011175,1.10E+11,322130,,-79.127627,37.403284,"SEVEN HILLS PAPERBOARD, LLC",,1801 CONCORD TURNPIKE,LYNCHBURG,VIRGINIA,VA,,,INDUSTRIAL,C,Pulp and Paper,,28038,446,2013,U.S. EPA GHG Reporting Program,,5480
SECARB,1004616,1.10E+11,331111,,-88.38337621,33.49593563,SEVERSTAL COLUMBUS,,1945 AIRPORT ROAD,COLUMBUS,MISSISSIPPI,MS,,,INDUSTRIAL,"C,Q",Metals,,643089,,2013,U.S. EPA GHG Reporting Program,,5481
MRCSP,1001174,1.10E+11,221112,,-79.03722788,40.39991899,SEWARD,,595 PLANT ROAD,NEW FLORENCE,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,1786619,,2013,U.S. EPA GHG Reporting Program,,5482
MRCSP,1005737,1.10E+11,221112,,-74.26006137,40.5551982,SEWAREN GENERATING STATION,,751 CLIFF ROAD,SEWAREN,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,22599,,2013,U.S. EPA GHG Reporting Program,,5483
SECARB,1001151,1.10E+11,221112,,-85.27679805,33.948308,SEWELL CREEK ENERGY,,1031 SEWELL CREEK ROAD,CEDARTOWN,GEORGIA,GA,,,ELECTRICITY,"C,D",Power Plants,,66304,,2013,U.S. EPA GHG Reporting Program,,5484
SECARB,1006678,1.10E+11,221112,,-82.55889634,28.36423825,SHADY HILLS,,14240 MERCHANT ENERGY WAY,SHADY HILLS,FLORIDA,FL,,,ELECTRICITY,"C,D",Power Plants,,355910,,2013,U.S. EPA GHG Reporting Program,,5485
SECARB,1004258,1.10E+11,211111,,-90.23330546,27.33730482,"SHENZI, GC-653",,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,152813,,2013,U.S. EPA GHG Reporting Program,,5486
SECARB,1004619,1.10E+11,211111,,-98.05683746,26.17845438,SHILLING GAS PLANT,,,FREER,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,19286,,2013,U.S. EPA GHG Reporting Program,,5487
MRCSP,1000180,1.10E+11,486210,,-77.15498328,40.34509406,SHERMANS DALE STATION,,425 TEXAS EASTERN RD,SHERMANS DALE,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,52788,,2013,U.S. EPA GHG Reporting Program,,5488
MRCSP,1010565,1.10E+11,213112,,-79.8434231,39.94331787,SHAMROCK COMPRESSOR STATION,,943 NEW SALEM ROAD,NEW SALEM,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,58338,,2013,U.S. EPA GHG Reporting Program,,5489
SECARB,1007614,1.10E+11,562212,,-92.095708,34.204437,SHANNON ROAD LANDFILL,,7700 SHANNON ROAD,PINE BLUFF,ARKANSAS,AR,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5490
SECARB,1008777,1.10E+11,213112,,-93.14361663,35.27974638,SHARKEY CPF-1,,150 JAMES BYRD,JUDSONIA,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,22712,,2013,U.S. EPA GHG Reporting Program,,5491
MRCSP,1000879,1.10E+11,221112,,-78.36575577,41.06704224,SHAWVILLE,,250 POWER PLANT DRIVE,SHAWVILLE,PENNSYLVANIA,PA,,,ELECTRICITY,"C,D",Power Plants,,1612447,,2013,U.S. EPA GHG Reporting Program,,5492
BSCSP,1002150,1.10E+11,211111,,-110.2151652,42.2368296,SHUTE CREEK FACILITY,,33 MILES NORTHEAST OF KEMMERER,KEMMERER,WYOMING,WY,,,PETROLEUM/NATURAL GAS,"C,PP,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",,2961054,,2013,U.S. EPA GHG Reporting Program,,5493
PCOR,1000445,1.10E+11,221112,,-87.98759,43.75698,SHEBOYGAN FALLS ENERGY FACILITY,,N5845 BRIDGEWOOD ROAD,PLYMOUTH,WISCONSIN,WI,,,ELECTRICITY,"C,D",Power Plants,,28330,,2013,U.S. EPA GHG Reporting Program,,5494
PCOR,1007179,1.10E+11,221112,,-96.7842,40.5589,SHELDON,,4500 WEST PELLA RD,HALLAM,NEBRASKA,NE,,,ELECTRICITY,"C,D",Power Plants,,1260406,,2013,U.S. EPA GHG Reporting Program,,5495
SECARB,1004847,1.10E+11,562212,,-78.54752262,38.83817771,SHENANDOAH COUNTY LANDFILL,,349 LANDFILL ROAD,EDINBURG,VIRGINIA,VA,,,WASTE MANAGEMENT,"C,HH",Waste,,22,,2013,U.S. EPA GHG Reporting Program,,5496
MRCSP,1000235,1.10E+11,324199,,-80.07946121,40.49207597,SHENANGO INCORPORATED,,200 NEVILLE RD.,PITTSBURGH,PENNSYLVANIA,PA,,,INDUSTRIAL,"C,Q",Metals,,126350,,2013,U.S. EPA GHG Reporting Program,,5497
PCOR,1001024,1.10E+11,221112,,-93.896206,45.378885,SHERBURNE COUNTY,,13999 INDUSTRIAL BLVD,BECKER,MINNESOTA,MN,,,ELECTRICITY,"C,D",Power Plants,,8976386,,2013,U.S. EPA GHG Reporting Program,,5498
MRCSP,1001110,1.10E+11,221112,,-75.01878156,39.49467796,SHERMAN AVENUE,,ORCHARD ROAD,VINELAND,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,17273,,2013,U.S. EPA GHG Reporting Program,,5499
SWP,1004545,1.10E+11,486210,,-96.11030139,34.84154316,SHERMAN ELLIS,,,STUART,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,19765,,2013,U.S. EPA GHG Reporting Program,,5500
MRCSP,1000684,1.10E+11,221112,,-87.39173406,46.53071978,SHIRAS,,EAST HAMPTON AND LAKE SUPERIOR,MARQUETTE,MICHIGAN,MI,,,ELECTRICITY,"C,D",Power Plants,,334981,,2013,U.S. EPA GHG Reporting Program,,5501
SECARB,1009600,1.10E+11,212112,,-87.27675,33.51314,SHOAL CREEK MINE,,654 CAMP CREEK PORTAL RD,OAKMAN,ALABAMA,AL,,,MINING,FF,Other,,,,2013,U.S. EPA GHG Reporting Program,,5502
MRCSP,1007156,1.10E+11,221112,,-74.42205048,41.43321437,SHOEMAKER GAS TURBINE,,71 DOLSON AVE,MIDDLETOWN,NEW YORK,NY,,,ELECTRICITY,D,Power Plants,,1650,,2013,U.S. EPA GHG Reporting Program,,5503
MRCSP,1000268,1.10E+11,221112,,-72.91333095,40.78000829,SHOREHAM ENERGY,,227 N COUNTY RD,SHOREHAM,NEW YORK,NY,,,ELECTRICITY,D,Power Plants,,14403,,2013,U.S. EPA GHG Reporting Program,,5504
MRCSP,1004430,1.10E+11,211112,,-82.96091396,38.64032349,SILOAM FRACTIONATION,,2 MARKWEST DRIVE,SOUTH SHORE,KENTUCKY,KY,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,52541,,2013,U.S. EPA GHG Reporting Program,,5505
SWP,1003170,1.10E+11,211112,,-97.82864368,32.60955267,SILVER CREEK PROCESSING PLANT,,,WEATHERFORD,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,86863,,2013,U.S. EPA GHG Reporting Program,,5506
